wellName,datasetName,DEPT,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,TVD
Cheal-C4,Clean,691.439,8.5,10.532,2.297,119.249,130.695,0.348,2.945,21.875,15.936,6.337,639.6236
Cheal-C4,Clean,691.591,8.5,10.532,2.288,120.834,126.882,0.326,2.917,22.065,16.126,6.417,639.7373
Cheal-C4,Clean,691.744,8.5,10.516,2.276,121.75,125.361,0.32,2.914,22.337,16.334,6.551,639.8505
Cheal-C4,Clean,691.896,8.5,10.588,2.269,120.75,123.589,0.321,2.932,22.81,16.726,6.701,639.963
Cheal-C4,Clean,692.048,8.5,10.653,2.279,121.75,124.676,0.327,2.969,23.19,17.035,6.987,640.0765
Cheal-C4,Clean,692.201,8.5,10.741,2.285,121.75,131.443,0.329,2.99,22.909,16.903,7.227,640.1927
Cheal-C4,Clean,692.353,8.5,10.893,2.293,121.75,134.443,0.337,3.013,22.911,16.934,7.44,640.3083
Cheal-C4,Clean,692.506,8.5,10.869,2.283,120.001,135.357,0.368,3.012,22.912,16.962,7.63,640.4244
Cheal-C4,Clean,692.658,8.5,10.797,2.28,122.75,133.406,0.358,3.01,22.879,16.952,7.723,640.5369
Cheal-C4,Clean,692.81,8.5,10.472,2.277,122.499,132.205,0.346,3.006,22.246,16.543,7.504,640.6494
Cheal-C4,Clean,692.963,8.5,10.508,2.283,122.5,136.357,0.335,3.038,22.006,16.383,7.381,640.7626
Cheal-C4,Clean,693.115,8.5,10.46,2.284,122.584,136.506,0.35,3.086,21.674,16.193,7.019,640.8751
Cheal-C4,Clean,693.268,8.5,10.448,2.282,123.416,134.74,0.35,3.107,21.576,16.164,6.901,640.9883
Cheal-C4,Clean,693.42,8.5,10.4,2.289,121.669,131.095,0.361,3.08,21.488,16.141,6.872,641.1008
Cheal-C4,Clean,693.572,8.5,10.448,2.29,121.666,127.531,0.348,3.022,21.272,16.022,6.804,641.2147
Cheal-C4,Clean,693.725,8.5,10.484,2.285,121.75,123.766,0.342,2.982,21.306,16.05,6.821,641.331
Cheal-C4,Clean,693.877,8.5,10.484,2.268,124.25,125.472,0.329,2.967,21.277,16.042,6.93,641.4465
Cheal-C4,Clean,694.03,8.5,10.412,2.268,124.25,129.322,0.324,2.981,20.97,15.86,6.967,641.5622
Cheal-C4,Clean,694.182,8.5,10.364,2.277,122.5,131.441,0.326,3.007,20.699,15.689,7.029,641.6747
Cheal-C4,Clean,694.334,8.5,10.348,2.292,122.416,130.317,0.337,3.042,20.863,15.792,7.244,641.7871
Cheal-C4,Clean,694.487,8.5,10.412,2.297,123.5,128.275,0.343,3.061,22.305,16.812,7.769,641.9003
Cheal-C4,Clean,694.639,8.5,10.388,2.3,123.416,130.149,0.348,3.07,22.671,17.121,8.046,642.0156
Cheal-C4,Clean,694.792,8.5,10.424,2.303,121.584,127.445,0.34,3.059,22.875,17.317,8.447,642.1319
Cheal-C4,Clean,694.944,8.5,10.492,2.307,122.499,126.964,0.352,3.051,22.898,17.359,8.867,642.2474
Cheal-C4,Clean,695.096,8.5,10.484,2.303,121.668,123.27,0.347,3.029,23.099,17.573,9.498,642.361
Cheal-C4,Clean,695.249,8.5,10.476,2.302,121.584,121.921,0.324,3.006,22.833,17.468,9.915,642.4742
Cheal-C4,Clean,695.401,8.5,10.444,2.293,120.75,124.301,0.333,2.977,22.535,17.332,10.247,642.5867
Cheal-C4,Clean,695.554,8.5,10.424,2.291,120,125.471,0.328,2.966,22.574,17.349,10.23,642.701
Cheal-C4,Clean,695.706,8.5,10.412,2.282,123.5,127.481,0.353,2.966,22.688,17.456,10.366,642.8165
Cheal-C4,Clean,695.858,8.5,10.372,2.277,125,123.61,0.366,2.979,22.561,17.318,10.252,642.9321
Cheal-C4,Clean,696.011,8.5,10.412,2.269,123.334,126.04,0.369,2.994,21.547,16.622,9.895,643.0481
Cheal-C4,Clean,696.163,8.5,10.316,2.277,122.5,131.034,0.368,3.032,20.131,15.601,9.388,643.1606
Cheal-C4,Clean,696.316,8.5,10.18,2.289,122.5,132.482,0.332,3.065,18.985,14.764,9.008,643.2738
Cheal-C4,Clean,696.468,8.5,10.135,2.293,121.666,130.039,0.319,3.06,19.618,15.159,8.807,643.3863
Cheal-C4,Clean,696.62,8.5,10.164,2.287,123.25,133.078,0.31,3.021,21.16,16.285,8.73,643.5012
Cheal-C4,Clean,696.773,8.5,10.196,2.284,122.75,132.416,0.339,3.003,22.355,17.175,8.801,643.6174
Cheal-C4,Clean,696.925,8.5,10.196,2.29,120.834,136.051,0.347,3.027,21.891,16.792,8.699,643.733
Cheal-C4,Clean,697.078,8.5,10.184,2.295,120.751,123.631,0.353,3.053,21.708,16.589,8.758,643.8477
Cheal-C4,Clean,697.23,8.5,10.172,2.289,122.5,121.897,0.351,3.034,21.912,16.644,8.689,643.9602
Cheal-C4,Clean,697.382,8.5,10.196,2.289,123.5,120.321,0.335,3.021,22.318,16.757,8.583,644.0726
Cheal-C4,Clean,697.535,8.5,10.148,2.291,122.5,124.406,0.348,3.039,22.743,16.916,8.516,644.1859
Cheal-C4,Clean,697.687,8.5,10.123,2.297,120,121.693,0.364,3.078,23.519,17.289,8.501,644.2984
Cheal-C4,Clean,697.84,8.5,10.111,2.31,120,121.36,0.392,3.096,23.655,17.33,8.318,644.4116
Cheal-C4,Clean,697.992,8.5,10.115,2.316,120.75,120.962,0.377,3.071,23.907,17.472,8.17,644.5241
Cheal-C4,Clean,698.144,8.5,10.099,2.322,118.25,127.097,0.354,3.02,24.19,17.572,8.012,644.6395
Cheal-C4,Clean,698.297,8.5,10.075,2.32,119.166,123.38,0.332,2.958,24.267,17.309,7.698,644.7557
Cheal-C4,Clean,698.449,8.5,10.011,2.323,116.5,121.953,0.323,2.919,24.21,16.77,7.368,644.8712
Cheal-C4,Clean,698.602,8.5,9.979,2.335,115,121.031,0.31,2.964,23.497,15.888,7.11,644.9855
Cheal-C4,Clean,698.754,8.5,9.907,2.343,113.416,119.282,0.298,3.083,22.304,15.042,7.097,645.098
Cheal-C4,Clean,698.906,8.5,9.731,2.354,112.25,116.709,0.299,3.245,21.27,14.419,6.862,645.2104
Cheal-C4,Clean,699.059,8.5,9.586,2.384,104.334,110.344,0.308,3.394,20.284,13.959,6.386,645.3249
Cheal-C4,Clean,699.211,8.5,9.474,2.434,91,102.858,0.3,3.537,20.125,14.064,6.189,645.4404
Cheal-C4,Clean,699.364,8.5,9.57,2.456,72.75,93.846,0.245,3.621,28.098,19.663,8.197,645.5566
Cheal-C4,Clean,699.516,8.5,9.691,2.434,91.915,86.451,0.22,3.597,31.336,21.99,9.103,645.6718
Cheal-C4,Clean,699.668,8.5,9.618,2.375,107.75,85.798,0.248,3.447,20.072,14.155,6.559,645.7843
Cheal-C4,Clean,699.821,8.5,9.691,2.328,117,92.917,0.293,3.266,17.703,12.226,5.828,645.8975
Cheal-C4,Clean,699.973,8.5,9.715,2.295,120.001,98.557,0.317,3.124,17.593,11.887,5.794,646.0101
Cheal-C4,Clean,700.126,8.5,9.811,2.282,120.751,101.669,0.318,3.067,19.175,12.646,6.024,646.1258
Cheal-C4,Clean,700.278,8.5,9.843,2.281,122.5,107.266,0.336,3.06,19.503,12.731,5.781,646.2413
Cheal-C4,Clean,700.43,8.5,9.867,2.277,121.75,110.956,0.334,3.072,17.552,11.731,5.256,646.3568
Cheal-C4,Clean,700.583,8.5,9.859,2.266,121.75,116.973,0.345,3.065,15.963,11.274,5.101,646.4714
Cheal-C4,Clean,700.735,8.5,9.771,2.259,121.75,115.066,0.372,3.044,16.054,11.373,5.042,646.5839
Cheal-C4,Clean,700.888,8.5,9.751,2.276,120.75,114.211,0.379,3.034,15.558,11.07,4.835,646.6971
Cheal-C4,Clean,701.04,8.5,9.691,2.282,120,118.163,0.334,3.014,14.365,10.246,4.601,646.8104
Cheal-C4,Clean,701.192,8.5,9.683,2.284,121.75,118.262,0.337,3.016,14.372,10.202,4.607,646.9259
Cheal-C4,Clean,701.345,8.5,9.747,2.277,121.75,121.539,0.339,3.024,14.385,10.176,4.68,647.0422
Cheal-C4,Clean,701.497,8.5,9.795,2.284,121.75,119.448,0.361,3.054,14.787,10.3,4.821,647.1577
Cheal-C4,Clean,701.65,8.5,9.871,2.292,122.5,120.077,0.36,3.061,15.194,10.439,4.955,647.271
Cheal-C4,Clean,701.802,8.5,9.987,2.296,121.75,118.962,0.374,3.054,15.708,10.539,5.182,647.3835
Cheal-C4,Clean,701.954,8.5,10.011,2.3,123.416,122.295,0.363,3.045,16.251,10.8,5.401,647.496
Cheal-C4,Clean,702.107,8.5,10.015,2.299,123.25,128.613,0.353,3.03,17.708,11.565,5.804,647.6092
Cheal-C4,Clean,702.259,8.5,9.955,2.292,125.75,127.736,0.364,3.003,18.9,12.182,6.297,647.7217
Cheal-C4,Clean,702.412,8.5,9.979,2.283,125.916,123.109,0.359,2.989,20.142,12.919,6.682,647.8349
Cheal-C4,Clean,702.564,8.5,10.003,2.276,125.75,121.483,0.375,2.993,20.647,13.259,6.816,647.9487
Cheal-C4,Clean,702.716,8.5,10.003,2.271,124.916,120.195,0.403,3.006,21.029,13.506,6.982,648.0642
Cheal-C4,Clean,702.869,8.5,10.003,2.27,124,123.14,0.371,3.006,20.937,13.455,7.031,648.1805
Cheal-C4,Clean,703.021,8.5,9.955,2.268,123.5,116.572,0.358,2.995,20.212,13.012,6.932,648.2956
Cheal-C4,Clean,703.174,8.5,9.907,2.27,123.416,117.511,0.366,2.998,19.369,12.466,6.673,648.4088
Cheal-C4,Clean,703.326,8.5,9.827,2.274,122.5,116.141,0.401,3.013,17.761,11.478,6.179,648.5212
Cheal-C4,Clean,703.478,8.5,9.739,2.274,122.501,122.348,0.417,3.034,16.326,10.673,5.882,648.6337
Cheal-C4,Clean,703.631,8.5,9.667,2.277,122.25,124.475,0.389,3.047,15.93,10.489,5.653,648.7496
Cheal-C4,Clean,703.783,8.5,9.707,2.28,121.5,126.054,0.384,3.047,16.481,10.856,5.569,648.8651
Cheal-C4,Clean,703.936,8.5,9.691,2.284,121.584,124.701,0.369,3.039,17.73,11.679,5.681,648.9814
Cheal-C4,Clean,704.088,8.5,9.787,2.282,121.584,123.838,0.343,3.026,18.844,12.389,5.697,649.0952
Cheal-C4,Clean,704.24,8.5,9.699,2.276,122.5,121.884,0.333,3.032,18.943,12.457,5.512,649.2076
Cheal-C4,Clean,704.393,8.5,9.57,2.279,121.75,119.625,0.344,3.063,17.459,11.614,5.191,649.3209
Cheal-C4,Clean,704.545,8.5,9.522,2.273,122.5,120.31,0.383,3.083,16.482,11.083,5.086,649.4342
Cheal-C4,Clean,704.698,8.5,9.45,2.272,122.5,119.966,0.389,3.071,14.853,10.059,4.731,649.5505
Cheal-C4,Clean,704.85,8.5,9.426,2.266,122.5,117.979,0.385,3.044,14.905,10.045,4.565,649.666
Cheal-C4,Clean,705.002,8.5,9.434,2.27,121,118.368,0.37,3.03,14.962,10.064,4.532,649.7815
Cheal-C4,Clean,705.155,8.5,9.366,2.271,120,116.709,0.359,3.033,15.085,10.155,4.603,649.8947
Cheal-C4,Clean,705.307,8.5,9.354,2.27,120,117.766,0.345,3.043,15.547,10.475,4.73,650.0072
Cheal-C4,Clean,705.46,8.5,9.378,2.27,122.5,116.451,0.333,3.044,16.496,11.041,4.811,650.1204
Cheal-C4,Clean,705.612,8.5,9.442,2.274,123.5,116.749,0.332,3.033,18.28,12.056,4.979,650.2352
Cheal-C4,Clean,705.764,8.5,9.534,2.28,124.166,114.772,0.352,3.02,19.928,12.977,5.155,650.3506
Cheal-C4,Clean,705.917,8.5,9.546,2.29,123.25,112.34,0.37,3.019,21.098,13.596,5.381,650.4669
Cheal-C4,Clean,706.069,8.5,9.642,2.294,122.5,112.593,0.371,3.026,20.501,13.196,5.545,650.5811
Cheal-C4,Clean,706.222,8.5,9.715,2.298,122.499,114.068,0.374,3.046,19.112,12.343,5.49,650.6943
Cheal-C4,Clean,706.374,8.5,9.811,2.284,122.5,113.602,0.36,3.065,18.484,11.98,5.624,650.8068
Cheal-C4,Clean,706.526,8.5,9.602,2.276,122.5,115.57,0.378,3.092,17.453,11.353,5.532,650.9193
Cheal-C4,Clean,706.679,8.5,9.414,2.258,122.5,118.355,0.374,3.085,15.982,10.498,5.328,651.0325
Cheal-C4,Clean,706.831,8.5,9.378,2.266,122.5,118.562,0.373,3.084,16.5,10.781,5.263,651.145
Cheal-C4,Clean,706.984,8.5,9.39,2.273,121.5,113.739,0.358,3.06,18.078,11.637,5.548,651.2582
Cheal-C4,Clean,707.136,8.5,9.426,2.289,122.5,106.972,0.339,3.033,17.268,11.46,5.504,651.3734
Cheal-C4,Clean,707.288,8.5,9.486,2.293,122.5,113.326,0.33,2.99,16.88,11.191,5.55,651.4889
Cheal-C4,Clean,707.441,8.5,9.458,2.298,123.25,117.237,0.321,2.958,16.789,11.001,5.429,651.6052
Cheal-C4,Clean,707.593,8.5,9.45,2.287,121.5,121.109,0.328,2.938,18.36,12.003,5.622,651.7189
Cheal-C4,Clean,707.746,8.5,9.474,2.282,120.75,123.714,0.352,2.942,18.717,12.191,5.606,651.8321
Cheal-C4,Clean,707.898,8.5,9.462,2.279,120.834,125.927,0.374,2.961,18.401,12.002,5.524,651.9445
Cheal-C4,Clean,708.05,8.5,9.45,2.289,121.666,126.867,0.396,3.001,19.153,12.429,5.821,652.058
Cheal-C4,Clean,708.203,8.5,9.362,2.288,120.625,120.892,0.387,3.043,17.756,11.5,5.6,652.1743
Cheal-C4,Clean,708.355,8.5,9.362,2.285,121.75,118.504,0.358,3.079,16.677,10.826,5.371,652.2898
Cheal-C4,Clean,708.508,8.5,9.294,2.282,120.998,118.853,0.343,3.086,16.381,10.645,5.293,652.4059
Cheal-C4,Clean,708.66,8.5,9.161,2.28,120.75,115.354,0.333,3.064,16.758,10.791,5.248,652.5184
Cheal-C4,Clean,708.812,8.5,9.362,2.287,119,120.093,0.346,3.027,17.018,10.955,5.355,652.6309
Cheal-C4,Clean,708.965,8.5,9.402,2.297,120,113.074,0.338,2.978,16.523,10.747,5.374,652.7441
Cheal-C4,Clean,709.117,8.5,9.426,2.301,120,117.251,0.345,2.929,18.306,11.871,5.9,652.8589
Cheal-C4,Clean,709.27,8.5,9.462,2.296,120.75,111.705,0.336,2.914,19.665,12.74,6.278,652.9752
Cheal-C4,Clean,709.422,8.5,9.45,2.292,120,115.687,0.357,2.943,20.797,13.495,6.506,653.0908
Cheal-C4,Clean,709.574,8.5,9.434,2.294,120.75,113.56,0.364,2.972,21.645,14.148,6.65,653.2048
Cheal-C4,Clean,709.727,8.5,9.426,2.294,121.75,111.94,0.378,2.969,21.806,14.283,6.78,653.318
Cheal-C4,Clean,709.879,8.5,9.402,2.284,123.25,113.343,0.378,2.954,20.943,13.836,6.858,653.4305
Cheal-C4,Clean,710.032,8.5,9.394,2.28,122.5,111.043,0.361,2.973,21.04,13.942,6.981,653.5443
Cheal-C4,Clean,710.184,8.5,9.366,2.282,121.75,110.99,0.333,2.995,20.533,13.656,6.831,653.6599
Cheal-C4,Clean,710.336,8.5,9.354,2.285,120,109.555,0.327,3.005,19.206,12.867,6.451,653.7754
Cheal-C4,Clean,710.489,8.5,9.27,2.271,118.25,111.332,0.335,2.991,17.195,11.94,5.99,653.8917
Cheal-C4,Clean,710.641,8.5,9.161,2.269,118.25,112.898,0.351,3.007,17.183,12.238,5.918,654.0043
Cheal-C4,Clean,710.794,8.5,9.173,2.282,117.5,116.944,0.358,3.031,17.784,13.043,5.74,654.1176
Cheal-C4,Clean,710.946,8.5,9.129,2.31,115.834,120.205,0.359,3.043,18.439,13.734,5.446,654.23
Cheal-C4,Clean,711.098,8.5,9.101,2.316,115,120.76,0.339,3.023,18.94,14.126,5.299,654.3445
Cheal-C4,Clean,711.251,8.5,9.065,2.311,114.25,117.763,0.323,3.003,20.308,15.114,5.745,654.4608
Cheal-C4,Clean,711.403,8.5,9.029,2.312,113.25,111.762,0.304,3.011,20.639,15.272,6.207,654.5763
Cheal-C4,Clean,711.556,8.5,8.969,2.33,105.75,106.293,0.297,3.09,20.027,14.724,6.289,654.6915
Cheal-C4,Clean,711.708,8.5,8.897,2.364,95.25,96.694,0.278,3.275,18.783,13.593,6.001,654.804
Cheal-C4,Clean,711.86,8.5,8.897,2.409,83.828,85.576,0.233,3.598,19.274,13.988,6.245,654.9164
Cheal-C4,Clean,712.013,8.5,8.873,2.456,75.252,71.076,0.185,4,25.811,18.954,8.907,655.0297
Cheal-C4,Clean,712.165,8.5,8.873,2.498,75.006,59.124,0.159,4.366,31.968,22.606,10.453,655.1421
Cheal-C4,Clean,712.318,8.5,8.813,2.523,73.5,52.394,0.154,4.585,45.404,31.163,13.626,655.2553
Cheal-C4,Clean,712.47,8.5,8.741,2.525,72.75,51.1,0.14,4.648,54.514,37.033,16.788,655.3678
Cheal-C4,Clean,712.622,8.5,8.705,2.521,74.164,51.024,0.136,4.646,51.81,35.563,17.838,655.4827
Cheal-C4,Clean,712.775,8.5,8.705,2.524,73.416,47.484,0.126,4.655,54.299,36.546,19.369,655.599
Cheal-C4,Clean,712.927,8.5,8.753,2.537,72.584,44.164,0.133,4.691,52.084,33.888,19.286,655.7145
Cheal-C4,Clean,713.08,8.5,8.857,2.548,72.5,44.231,0.13,4.732,52.761,33.741,19.761,655.8292
Cheal-C4,Clean,713.232,8.5,8.777,2.564,71.75,44.217,0.13,4.764,59.134,37.66,22.173,655.9417
Cheal-C4,Clean,713.384,8.5,8.729,2.58,71.666,44.916,0.121,4.77,61.888,40.16,24.724,656.0542
Cheal-C4,Clean,713.537,8.5,8.753,2.595,71,44.225,0.117,4.742,68.847,45.302,27.193,656.1682
Cheal-C4,Clean,713.689,8.5,8.769,2.595,69,47.278,0.115,4.658,86.106,57.11,32.263,656.2836
Cheal-C4,Clean,713.842,8.5,8.881,2.59,68.25,45.912,0.122,4.521,99.601,66.129,37.414,656.4
Cheal-C4,Clean,713.994,8.5,8.921,2.555,72.152,47.963,0.141,4.278,123.906,81.149,42.554,656.5154
Cheal-C4,Clean,714.146,8.5,8.993,2.491,84,59.239,0.179,3.964,69.876,49.39,24.594,656.6281
Cheal-C4,Clean,714.299,8.5,9.033,2.401,117,79.667,0.229,3.617,26.052,19.849,10.753,656.7413
Cheal-C4,Clean,714.451,8.5,9.065,2.334,120,99.383,0.271,3.348,19.496,14.72,7.983,656.8538
Cheal-C4,Clean,714.604,8.5,9.113,2.3,119,112.269,0.32,3.173,19.904,14.748,7.676,656.9691
Cheal-C4,Clean,714.756,8.5,9.161,2.297,119.25,114.758,0.355,3.083,21.249,15.683,7.253,657.0846
Cheal-C4,Clean,714.908,8.5,9.234,2.297,119.25,114.726,0.392,3.04,22.94,16.877,6.335,657.2001
Cheal-C4,Clean,715.061,8.5,9.318,2.292,119,113.483,0.362,3.019,23.818,17.642,5.76,657.3152
Cheal-C4,Clean,715.213,8.5,9.342,2.288,118.5,112.767,0.341,3.037,23.595,17.751,5.4,657.4276
Cheal-C4,Clean,715.366,8.5,9.378,2.291,118.25,116.666,0.313,3.054,23.739,17.767,5.24,657.5408
Cheal-C4,Clean,715.518,8.5,9.41,2.296,120,114.927,0.34,3.057,24.721,17.81,5.274,657.6533
Cheal-C4,Clean,715.67,8.5,9.426,2.295,118.334,118.654,0.34,3.015,25.656,17.476,5.171,657.7658
Cheal-C4,Clean,715.823,8.5,9.426,2.295,119.166,117.979,0.356,2.983,26.251,17.065,5.026,657.879
Cheal-C4,Clean,715.975,8.5,9.378,2.299,118.25,121.023,0.338,2.979,26.213,16.693,4.936,657.9915
Cheal-C4,Clean,716.128,8.5,9.366,2.295,118.25,118.55,0.331,2.984,25.766,16.111,4.845,658.1073
Cheal-C4,Clean,716.28,8.5,9.274,2.286,118.25,116.386,0.325,2.987,25.778,15.98,4.804,658.2228
Cheal-C4,Clean,716.432,8.5,9.234,2.281,119.25,113.752,0.315,2.988,25.79,15.888,4.777,658.3383
Cheal-C4,Clean,716.585,8.5,9.186,2.291,119.25,117.926,0.328,3.005,25.427,15.508,4.632,658.4529
Cheal-C4,Clean,716.737,8.5,9.173,2.299,120,114.181,0.335,3.021,24.906,15.077,4.509,658.5654
Cheal-C4,Clean,716.89,8.5,9.21,2.297,120,116.542,0.358,3.031,24.479,14.836,4.474,658.6786
Cheal-C4,Clean,717.042,8.5,9.258,2.299,119.25,112.226,0.348,3.047,25.15,15.046,4.51,658.7919
Cheal-C4,Clean,717.194,8.5,9.338,2.304,119.999,114.596,0.354,3.07,25.448,15.062,4.553,658.9075
Cheal-C4,Clean,717.347,8.5,9.366,2.31,119.169,115.345,0.339,3.081,25.374,14.939,4.505,659.0237
Cheal-C4,Clean,717.499,8.5,9.426,2.303,120,117.169,0.332,3.063,26.152,15.24,4.61,659.1393
Cheal-C4,Clean,717.652,8.5,9.426,2.295,120,123.469,0.336,3.024,26.508,15.451,4.697,659.2525
Cheal-C4,Clean,717.804,8.5,9.414,2.29,120,121.152,0.331,2.992,26.36,15.548,4.723,659.365
Cheal-C4,Clean,717.956,8.5,9.63,2.296,120,122.067,0.313,2.985,25.699,15.351,4.704,659.4775
Cheal-C4,Clean,718.109,8.5,9.683,2.297,120,116.025,0.305,2.986,25.065,15.233,4.799,659.5907
Cheal-C4,Clean,718.261,8.5,9.57,2.296,120,118.049,0.315,2.984,24.802,15.312,4.962,659.7031
Cheal-C4,Clean,718.414,8.5,9.582,2.293,119.25,118.739,0.322,2.968,24.691,15.272,4.914,659.8163
Cheal-C4,Clean,718.566,8.5,9.57,2.293,120,121.398,0.31,2.948,25.202,15.573,4.937,659.9302
Cheal-C4,Clean,718.718,8.5,9.594,2.286,119.25,117.454,0.312,2.919,25.355,15.776,5.052,660.0457
Cheal-C4,Clean,718.871,8.5,9.618,2.279,119.166,117.232,0.331,2.901,25.214,15.733,5.032,660.162
Cheal-C4,Clean,719.023,8.5,9.626,2.278,120.75,116.888,0.343,2.902,24.023,15.239,4.999,660.277
Cheal-C4,Clean,719.176,8.5,9.683,2.288,119.25,113.455,0.379,2.944,23.558,14.988,4.952,660.3903
Cheal-C4,Clean,719.328,8.5,9.751,2.296,120.75,111.006,0.379,2.991,23.12,14.813,4.93,660.5027
Cheal-C4,Clean,719.48,8.5,9.787,2.302,120.75,107.967,0.367,3.023,22.79,14.744,4.959,660.6152
Cheal-C4,Clean,719.633,8.5,9.895,2.303,120.834,114.068,0.348,3.017,22.685,14.78,5.02,660.7311
Cheal-C4,Clean,719.785,8.5,9.907,2.302,120,118.64,0.354,3.011,22.711,14.959,5.037,660.8466
Cheal-C4,Clean,719.938,8.5,9.895,2.3,118.5,124.232,0.372,3.026,22.474,14.885,5.058,660.9629
Cheal-C4,Clean,720.09,8.5,9.899,2.298,120,122.695,0.349,3.058,22.768,15.133,5.137,661.0766
Cheal-C4,Clean,720.242,8.5,9.715,2.3,120,117.866,0.341,3.073,23.1,15.433,5.288,661.1891
Cheal-C4,Clean,720.395,8.5,9.727,2.297,120,119.069,0.324,3.057,22.314,14.997,5.197,661.3023
Cheal-C4,Clean,720.547,8.5,9.763,2.296,120.75,123.466,0.354,3.037,21.807,14.69,5.175,661.4157
Cheal-C4,Clean,720.7,8.5,9.823,2.298,119.25,127.851,0.363,3.045,21.821,14.783,5.356,661.532
Cheal-C4,Clean,720.852,8.5,9.779,2.304,120,125.077,0.382,3.068,21.975,14.847,5.377,661.6475
Cheal-C4,Clean,721.004,8.5,9.763,2.299,120,124.488,0.364,3.066,22.045,14.939,5.379,661.7629
Cheal-C4,Clean,721.157,8.5,9.654,2.295,120,122.564,0.322,3.03,21.562,14.735,5.388,661.8762
Cheal-C4,Clean,721.309,8.5,9.594,2.287,120,122.864,0.329,2.97,21.101,14.47,5.354,661.9886
Cheal-C4,Clean,721.462,8.5,9.594,2.28,120,117.409,0.33,2.939,21.095,14.539,5.372,662.1019
Cheal-C4,Clean,721.614,8.5,9.61,2.269,120,118.825,0.338,2.922,21.056,14.573,5.425,662.2144
Cheal-C4,Clean,721.766,8.5,9.618,2.266,120,119.415,0.332,2.939,21.291,14.702,5.487,662.3268
Cheal-C4,Clean,721.919,8.5,9.618,2.278,120,120.177,0.327,2.973,22.112,15.204,5.578,662.4401
Cheal-C4,Clean,722.071,8.5,9.618,2.285,120.75,120.041,0.334,3.003,22.102,15.083,5.6,662.554
Cheal-C4,Clean,722.224,8.5,9.642,2.288,120.75,119.774,0.317,3.021,22.726,15.34,5.586,662.6702
Cheal-C4,Clean,722.376,8.5,9.667,2.28,120.25,121.332,0.315,3.021,23.24,15.603,5.636,662.7858
Cheal-C4,Clean,722.528,8.5,9.727,2.279,121.666,121.936,0.319,3.031,23.187,15.465,5.649,662.9007
Cheal-C4,Clean,722.681,8.5,9.739,2.283,120.75,123.269,0.313,3.03,23.327,15.548,5.584,663.0139
Cheal-C4,Clean,722.833,8.5,9.715,2.296,117.75,123.426,0.328,3.02,22.905,15.254,5.333,663.1264
Cheal-C4,Clean,722.986,8.5,9.679,2.311,115.501,121.216,0.312,2.992,22.375,14.958,5.266,663.2396
Cheal-C4,Clean,723.138,8.5,9.715,2.319,115.25,113.996,0.308,2.965,27.192,18.143,6.165,663.3549
Cheal-C4,Clean,723.29,8.5,9.747,2.308,115.087,115.369,0.312,2.935,23.903,16.066,5.342,663.4704
Cheal-C4,Clean,723.443,8.5,9.667,2.294,120,119.587,0.32,2.905,22.648,15.158,4.899,663.5867
Cheal-C4,Clean,723.595,8.5,9.654,2.283,120.75,125.76,0.312,2.872,22.899,15.326,4.922,663.7003
Cheal-C4,Clean,723.748,8.5,9.642,2.279,119.25,125.302,0.308,2.842,22.432,15.061,5.032,663.8135
Cheal-C4,Clean,723.9,8.5,9.65,2.282,119.166,120.71,0.332,2.843,22.233,14.938,5.019,663.926
Cheal-C4,Clean,724.052,8.5,9.667,2.281,120.001,118.425,0.349,2.868,22.078,14.895,5.017,664.0385
Cheal-C4,Clean,724.205,8.5,9.667,2.281,120,117.598,0.35,2.914,22.413,15.182,5.123,664.1517
Cheal-C4,Clean,724.357,8.5,9.679,2.28,120,121.399,0.349,2.955,22.654,15.431,5.189,664.2642
Cheal-C4,Clean,724.51,8.5,9.699,2.278,119.25,122.075,0.347,2.986,23.196,15.906,5.349,664.3776
Cheal-C4,Clean,724.662,8.5,9.723,2.279,121.688,122.509,0.361,3.01,23.28,15.981,5.463,664.4931
Cheal-C4,Clean,724.814,8.5,9.763,2.277,120.75,118.87,0.35,3.012,23.701,16.24,5.685,664.6086
Cheal-C4,Clean,724.967,8.5,9.763,2.276,121.75,120.147,0.346,3.003,23.969,16.478,5.969,664.7249
Cheal-C4,Clean,725.119,8.5,9.739,2.272,121.666,121.51,0.339,2.997,23.1,16.009,5.919,664.8381
Cheal-C4,Clean,725.272,8.5,9.771,2.278,119.5,121.534,0.33,3.009,22.778,15.913,5.964,664.9513
Cheal-C4,Clean,725.424,8.5,9.787,2.289,117.078,119.685,0.324,3.023,23.292,16.309,6.13,665.0638
Cheal-C4,Clean,725.576,8.5,9.811,2.296,116.25,118.446,0.33,3.031,23.259,16.468,6.308,665.1777
Cheal-C4,Clean,725.729,8.5,9.811,2.299,116.501,121.029,0.321,3.026,22.094,15.765,6.087,665.2941
Cheal-C4,Clean,725.881,8.5,9.787,2.3,120.75,126.37,0.326,3.024,22.512,16.106,6.329,665.4095
Cheal-C4,Clean,726.034,8.5,9.787,2.302,120,125.19,0.305,3.014,22.821,16.413,6.579,665.5251
Cheal-C4,Clean,726.186,8.5,9.811,2.298,121,120.99,0.288,3.009,22.692,16.354,6.633,665.6376
Cheal-C4,Clean,726.338,8.5,9.811,2.3,120.75,119.791,0.295,3.011,23.58,16.973,6.842,665.7501
